id_vente,date,client_id,produit,categorie,region,canal,quantite,prix_unitaire,remise_pct,montant_total
VNT00722,2024-02-14,CLI0159,Casque audio,Audio,Auvergne-Rhône-Alpes,Magasin,9,129.99,5,1111.41
VNT00723,2024-11-25,CLI0124,Webcam HD,Vidéo,Hauts-de-France,En ligne,10,79.99,20,639.92
VNT00724,2024-11-06,CLI0182,Imprimante laser,Impression,Bretagne,En ligne,2,349.99,0,699.98
VNT00725,2024-08-14,CLI0173,Écran 4K,Affichage,Normandie,En ligne,10,449.99,5,4274.9
VNT00726,2024-09-07,CLI0148,Laptop Pro,Informatique,Auvergne-Rhône-Alpes,Revendeur,7,1299.99,15,7734.94
VNT00727,2024-05-13,CLI0114,Écran 4K,Affichage,Île-de-France,B2B Direct,14,449.99,10,5669.87
VNT00728,2024-06-26,CLI0160,Casque audio,Audio,Occitanie,B2B Direct,2,129.99,20,207.98
VNT00729,2024-09-11,CLI0164,Laptop Pro,Informatique,Occitanie,En ligne,14,1299.99,20,14559.89
VNT00730,2024-06-06,CLI0003,Tablette graphique,Création,Normandie,En ligne,10,249.99,15,2124.91
VNT00731,2024-03-16,CLI0042,Imprimante laser,Impression,Normandie,B2B Direct,8,349.99,5,2659.92
VNT00732,2024-01-31,CLI0147,Écran 4K,Affichage,Provence-PACA,Revendeur,5,449.99,0,2249.95
VNT00733,2024-04-24,CLI0067,Casque audio,Audio,Occitanie,Revendeur,11,129.99,5,1358.4
VNT00734,2024-05-30,CLI0015,Disque SSD 1TB,Stockage,Grand Est,Revendeur,14,99.99,10,1259.87
VNT00735,2024-08-22,CLI0168,Écran 4K,Affichage,Normandie,En ligne,9,449.99,10,3644.92
VNT00736,2024-01-31,CLI0127,Disque SSD 1TB,Stockage,Île-de-France,Magasin,8,99.99,10,719.93
VNT00737,2024-02-15,CLI0197,Souris sans fil,Périphériques,Occitanie,En ligne,7,39.99,0,279.93
VNT00738,2024-10-31,CLI0040,Webcam HD,Vidéo,Occitanie,En ligne,5,79.99,5,379.95
VNT00739,2024-07-24,CLI0161,Tablette graphique,Création,Île-de-France,Magasin,12,249.99,5,2849.89
VNT00740,2024-02-09,CLI0062,Casque audio,Audio,Provence-PACA,B2B Direct,1,129.99,5,123.49
VNT00741,2024-09-02,CLI0116,Imprimante laser,Impression,Provence-PACA,Revendeur,5,349.99,5,1662.45
VNT00742,2024-04-23,CLI0180,Souris sans fil,Périphériques,Occitanie,Magasin,14,39.99,10,503.87
VNT00743,2024-11-29,CLI0014,Hub USB-C,Connectique,Occitanie,B2B Direct,9,49.99,10,404.92
VNT00744,2024-09-16,CLI0104,Webcam HD,Vidéo,Occitanie,En ligne,6,79.99,15,407.95
VNT00745,2024-06-16,CLI0181,Imprimante laser,Impression,Normandie,En ligne,13,349.99,10,4094.88
VNT00746,2024-06-16,CLI0199,Écran 4K,Affichage,Hauts-de-France,Magasin,6,449.99,10,2429.95
VNT00747,2024-10-24,CLI0186,Casque audio,Audio,Grand Est,Revendeur,2,129.99,5,246.98
VNT00748,2024-08-23,CLI0136,Souris sans fil,Périphériques,Occitanie,Revendeur,7,39.99,20,223.94
VNT00749,2024-01-09,CLI0127,Tablette graphique,Création,Bretagne,En ligne,2,249.99,10,449.98
VNT00750,2024-02-09,CLI0016,Hub USB-C,Connectique,Occitanie,Revendeur,3,49.99,15,127.47
VNT00751,2024-12-03,CLI0129,Écran 4K,Affichage,Hauts-de-France,Revendeur,3,449.99,0,1349.97
VNT00752,2024-08-24,CLI0051,Souris sans fil,Périphériques,Bretagne,B2B Direct,4,39.99,15,135.97
VNT00753,2024-09-01,CLI0098,Hub USB-C,Connectique,Occitanie,En ligne,1,49.99,10,44.99
VNT00754,2024-06-13,CLI0077,Laptop Pro,Informatique,Île-de-France,B2B Direct,2,1299.99,15,2209.98
VNT00755,2024-05-18,CLI0139,Souris sans fil,Périphériques,Auvergne-Rhône-Alpes,B2B Direct,3,39.99,10,107.97
VNT00756,2024-07-06,CLI0184,Écran 4K,Affichage,Grand Est,Magasin,11,449.99,5,4702.4
VNT00757,2024-12-12,CLI0103,Casque audio,Audio,Occitanie,B2B Direct,14,129.99,0,1819.86
VNT00758,2024-03-30,CLI0038,Souris sans fil,Périphériques,Normandie,Revendeur,15,39.99,20,479.88
VNT00759,2024-10-23,CLI0068,Tablette graphique,Création,Grand Est,B2B Direct,9,249.99,5,2137.41
VNT00760,2024-12-24,CLI0031,Laptop Pro,Informatique,Grand Est,Magasin,1,1299.99,20,1039.99
VNT00761,2024-02-01,CLI0034,Webcam HD,Vidéo,Grand Est,En ligne,3,79.99,0,239.97
VNT00762,2024-11-12,CLI0098,Disque SSD 1TB,Stockage,Normandie,En ligne,10,99.99,10,899.91
VNT00763,2024-11-28,CLI0187,Imprimante laser,Impression,Grand Est,Revendeur,5,349.99,10,1574.96
VNT00764,2024-09-15,CLI0003,Laptop Pro,Informatique,Grand Est,Magasin,12,1299.99,15,13259.9
VNT00765,2024-07-05,CLI0163,Disque SSD 1TB,Stockage,Normandie,B2B Direct,1,99.99,20,79.99
VNT00766,2024-04-19,CLI0100,Disque SSD 1TB,Stockage,Île-de-France,Magasin,6,99.99,0,599.94
VNT00767,2024-12-05,CLI0151,Clavier mécanique,Périphériques,Hauts-de-France,Magasin,12,89.99,0,1079.88
VNT00768,2024-04-19,CLI0008,Clavier mécanique,Périphériques,Île-de-France,B2B Direct,10,89.99,5,854.9
VNT00769,2024-08-15,CLI0133,Imprimante laser,Impression,Provence-PACA,En ligne,5,349.99,5,1662.45
VNT00770,2024-03-29,CLI0143,Clavier mécanique,Périphériques,Auvergne-Rhône-Alpes,Revendeur,9,89.99,5,769.41
VNT00771,2024-07-28,CLI0122,Casque audio,Audio,Auvergne-Rhône-Alpes,B2B Direct,6,129.99,20,623.95
VNT00772,2024-01-23,CLI0108,Disque SSD 1TB,Stockage,Auvergne-Rhône-Alpes,Revendeur,9,99.99,0,899.91
VNT00773,2024-04-24,CLI0141,Laptop Pro,Informatique,Hauts-de-France,Revendeur,11,1299.99,0,14299.89
VNT00774,2024-11-19,CLI0010,Souris sans fil,Périphériques,Bretagne,En ligne,4,39.99,0,159.96
VNT00775,2024-03-18,CLI0082,Clavier mécanique,Périphériques,Normandie,Revendeur,4,89.99,10,323.96
VNT00776,2024-08-18,CLI0098,Tablette graphique,Création,Auvergne-Rhône-Alpes,B2B Direct,13,249.99,10,2924.88
VNT00777,2024-08-18,CLI0068,Laptop Pro,Informatique,Grand Est,B2B Direct,9,1299.99,20,9359.93
VNT00778,2024-05-06,CLI0049,Webcam HD,Vidéo,Occitanie,En ligne,10,79.99,10,719.91
VNT00779,2024-12-09,CLI0189,Disque SSD 1TB,Stockage,Bretagne,B2B Direct,3,99.99,15,254.97
VNT00780,2024-06-19,CLI0078,Souris sans fil,Périphériques,Auvergne-Rhône-Alpes,Magasin,13,39.99,20,415.9
VNT00781,2024-05-03,CLI0056,Clavier mécanique,Périphériques,Hauts-de-France,Revendeur,10,89.99,10,809.91
VNT00782,2024-01-07,CLI0055,Webcam HD,Vidéo,Hauts-de-France,Magasin,9,79.99,15,611.92
VNT00783,2024-12-23,CLI0168,Clavier mécanique,Périphériques,Occitanie,Magasin,15,89.99,5,1282.36
VNT00784,2024-07-22,CLI0148,Clavier mécanique,Périphériques,Bretagne,En ligne,7,89.99,0,629.93
VNT00785,2024-05-03,CLI0049,Webcam HD,Vidéo,Occitanie,Magasin,3,79.99,0,239.97
VNT00786,2024-03-20,CLI0002,Disque SSD 1TB,Stockage,Occitanie,B2B Direct,13,99.99,15,1104.89
VNT00787,2024-03-05,CLI0042,Hub USB-C,Connectique,Bretagne,En ligne,14,49.99,10,629.87
VNT00788,2024-04-08,CLI0045,Imprimante laser,Impression,Bretagne,En ligne,14,349.99,15,4164.88
VNT00789,2024-06-01,CLI0113,Imprimante laser,Impression,Bretagne,Revendeur,2,349.99,0,699.98
VNT00790,2024-10-19,CLI0072,Casque audio,Audio,Normandie,Revendeur,13,129.99,20,1351.9
VNT00791,2024-09-28,CLI0164,Laptop Pro,Informatique,Occitanie,En ligne,5,1299.99,5,6174.95
VNT00792,2024-02-05,CLI0111,Disque SSD 1TB,Stockage,Île-de-France,B2B Direct,7,99.99,10,629.94
VNT00793,2024-06-13,CLI0010,Laptop Pro,Informatique,Normandie,Magasin,4,1299.99,5,4939.96
VNT00794,2024-04-13,CLI0140,Tablette graphique,Création,Provence-PACA,En ligne,11,249.99,10,2474.9
VNT00795,2024-10-03,CLI0102,Écran 4K,Affichage,Occitanie,Revendeur,10,449.99,10,4049.91
VNT00796,2024-05-10,CLI0169,Laptop Pro,Informatique,Occitanie,Revendeur,14,1299.99,0,18199.86
VNT00797,2024-05-03,CLI0195,Écran 4K,Affichage,Île-de-France,B2B Direct,15,449.99,15,5737.37
VNT00798,2024-04-17,CLI0097,Écran 4K,Affichage,Île-de-France,Magasin,9,449.99,10,3644.92
VNT00799,2024-07-27,CLI0137,Disque SSD 1TB,Stockage,Normandie,Revendeur,13,99.99,5,1234.88
VNT00800,2024-12-03,CLI0052,Écran 4K,Affichage,Hauts-de-France,Revendeur,15,449.99,15,5737.37
VNT00801,2024-12-22,CLI0110,Souris sans fil,Périphériques,Île-de-France,En ligne,1,39.99,20,31.99
VNT00802,2024-09-28,CLI0002,Disque SSD 1TB,Stockage,Hauts-de-France,B2B Direct,11,99.99,15,934.91
VNT00803,2024-03-02,CLI0074,Clavier mécanique,Périphériques,Bretagne,Magasin,12,89.99,5,1025.89
VNT00804,2024-09-15,CLI0151,Casque audio,Audio,Île-de-France,B2B Direct,9,129.99,20,935.93
VNT00805,2024-03-23,CLI0159,Imprimante laser,Impression,Occitanie,Magasin,1,349.99,20,279.99
VNT00806,2024-12-28,CLI0078,Clavier mécanique,Périphériques,Île-de-France,Revendeur,2,89.99,20,143.98
VNT00807,2024-04-17,CLI0017,Laptop Pro,Informatique,Provence-PACA,En ligne,9,1299.99,10,10529.92
VNT00808,2024-12-05,CLI0085,Écran 4K,Affichage,Provence-PACA,En ligne,9,449.99,0,4049.91
VNT00809,2024-12-18,CLI0200,Disque SSD 1TB,Stockage,Bretagne,Revendeur,3,99.99,15,254.97
VNT00810,2024-02-07,CLI0122,Imprimante laser,Impression,Bretagne,B2B Direct,15,349.99,10,4724.87
VNT00811,2024-01-11,CLI0053,Hub USB-C,Connectique,Provence-PACA,B2B Direct,9,49.99,20,359.93
VNT00812,2024-03-12,CLI0117,Disque SSD 1TB,Stockage,Occitanie,Magasin,15,99.99,5,1424.86
VNT00813,2024-02-28,CLI0086,Imprimante laser,Impression,Bretagne,Magasin,2,349.99,20,559.98
VNT00814,2024-01-20,CLI0026,Webcam HD,Vidéo,Hauts-de-France,Revendeur,14,79.99,0,1119.86
VNT00815,2024-11-16,CLI0199,Tablette graphique,Création,Hauts-de-France,En ligne,3,249.99,0,749.97
VNT00816,2024-03-23,CLI0177,Tablette graphique,Création,Auvergne-Rhône-Alpes,Revendeur,10,249.99,10,2249.91
VNT00817,2024-04-28,CLI0036,Clavier mécanique,Périphériques,Provence-PACA,Revendeur,9,89.99,15,688.42
VNT00818,2024-11-02,CLI0167,Écran 4K,Affichage,Auvergne-Rhône-Alpes,En ligne,11,449.99,0,4949.89
VNT00819,2024-09-18,CLI0184,Souris sans fil,Périphériques,Bretagne,Revendeur,5,39.99,10,179.96
VNT00820,2024-04-13,CLI0150,Hub USB-C,Connectique,Provence-PACA,Magasin,13,49.99,10,584.88
VNT00821,2024-03-15,CLI0091,Laptop Pro,Informatique,Normandie,Revendeur,10,1299.99,0,12999.9
VNT00822,2024-05-26,CLI0182,Imprimante laser,Impression,Grand Est,Magasin,14,349.99,15,4164.88
VNT00823,2024-03-10,CLI0197,Disque SSD 1TB,Stockage,Provence-PACA,Revendeur,14,99.99,20,1119.89
VNT00824,2024-07-27,CLI0013,Hub USB-C,Connectique,Bretagne,B2B Direct,2,49.99,20,79.98
VNT00825,2024-06-04,CLI0125,Tablette graphique,Création,Île-de-France,En ligne,4,249.99,15,849.97
VNT00826,2024-07-03,CLI0082,Tablette graphique,Création,Normandie,Magasin,7,249.99,15,1487.44
VNT00827,2024-09-20,CLI0028,Souris sans fil,Périphériques,Occitanie,Revendeur,15,39.99,0,599.85
VNT00828,2024-03-06,CLI0002,Imprimante laser,Impression,Occitanie,B2B Direct,2,349.99,20,559.98
VNT00829,2024-08-05,CLI0140,Hub USB-C,Connectique,Grand Est,Magasin,9,49.99,0,449.91
VNT00830,2024-01-30,CLI0015,Tablette graphique,Création,Provence-PACA,Magasin,8,249.99,5,1899.92
VNT00831,2024-10-19,CLI0093,Hub USB-C,Connectique,Auvergne-Rhône-Alpes,En ligne,3,49.99,0,149.97
VNT00832,2024-10-09,CLI0078,Laptop Pro,Informatique,Île-de-France,B2B Direct,14,1299.99,0,18199.86
VNT00833,2024-08-31,CLI0115,Hub USB-C,Connectique,Provence-PACA,En ligne,1,49.99,5,47.49
VNT00834,2024-09-23,CLI0015,Clavier mécanique,Périphériques,Bretagne,En ligne,12,89.99,5,1025.89
VNT00835,2024-04-01,CLI0171,Clavier mécanique,Périphériques,Hauts-de-France,Magasin,14,89.99,20,1007.89
VNT00836,2024-02-02,CLI0110,Tablette graphique,Création,Occitanie,B2B Direct,7,249.99,20,1399.94
VNT00837,2024-07-04,CLI0065,Casque audio,Audio,Grand Est,Magasin,4,129.99,15,441.97
VNT00838,2024-12-13,CLI0015,Tablette graphique,Création,Hauts-de-France,Magasin,1,249.99,20,199.99
VNT00839,2024-02-25,CLI0024,Clavier mécanique,Périphériques,Occitanie,Revendeur,15,89.99,20,1079.88
VNT00840,2024-06-09,CLI0139,Écran 4K,Affichage,Auvergne-Rhône-Alpes,En ligne,11,449.99,0,4949.89
VNT00841,2024-10-24,CLI0196,Écran 4K,Affichage,Normandie,En ligne,5,449.99,10,2024.95
VNT00842,2024-09-02,CLI0117,Imprimante laser,Impression,Bretagne,En ligne,9,349.99,0,3149.91
VNT00843,2024-05-29,CLI0051,Webcam HD,Vidéo,Grand Est,B2B Direct,12,79.99,5,911.89
VNT00844,2024-06-14,CLI0065,Imprimante laser,Impression,Provence-PACA,Magasin,15,349.99,0,5249.85
VNT00845,2024-02-20,CLI0134,Disque SSD 1TB,Stockage,Bretagne,B2B Direct,5,99.99,5,474.95
VNT00846,2024-11-30,CLI0116,Souris sans fil,Périphériques,Provence-PACA,B2B Direct,1,39.99,20,31.99
VNT00847,2024-04-15,CLI0130,Clavier mécanique,Périphériques,Bretagne,Revendeur,14,89.99,0,1259.86
VNT00848,2024-08-10,CLI0135,Laptop Pro,Informatique,Bretagne,Magasin,10,1299.99,5,12349.9
VNT00849,2024-12-05,CLI0050,Disque SSD 1TB,Stockage,Grand Est,Magasin,6,99.99,20,479.95
VNT00850,2024-08-03,CLI0134,Hub USB-C,Connectique,Bretagne,En ligne,1,49.99,5,47.49
VNT00851,2024-03-29,CLI0194,Clavier mécanique,Périphériques,Provence-PACA,Magasin,1,89.99,0,89.99
VNT00852,2024-10-16,CLI0130,Casque audio,Audio,Normandie,En ligne,14,129.99,10,1637.87
VNT00853,2024-09-27,CLI0058,Clavier mécanique,Périphériques,Grand Est,Revendeur,12,89.99,5,1025.89
VNT00854,2024-11-05,CLI0016,Écran 4K,Affichage,Île-de-France,Magasin,2,449.99,20,719.98
VNT00855,2024-09-28,CLI0095,Webcam HD,Vidéo,Bretagne,Revendeur,11,79.99,5,835.9
VNT00856,2024-08-26,CLI0160,Clavier mécanique,Périphériques,Hauts-de-France,Magasin,10,89.99,0,899.9
VNT00857,2024-04-25,CLI0036,Casque audio,Audio,Grand Est,B2B Direct,8,129.99,10,935.93
VNT00858,2024-02-27,CLI0173,Souris sans fil,Périphériques,Occitanie,Magasin,9,39.99,0,359.91
VNT00859,2024-06-02,CLI0058,Clavier mécanique,Périphériques,Normandie,En ligne,2,89.99,10,161.98
VNT00860,2024-11-30,CLI0118,Souris sans fil,Périphériques,Bretagne,B2B Direct,1,39.99,20,31.99
VNT00861,2024-11-11,CLI0009,Casque audio,Audio,Bretagne,Magasin,10,129.99,0,1299.9
VNT00862,2024-07-14,CLI0140,Laptop Pro,Informatique,Hauts-de-France,B2B Direct,12,1299.99,0,15599.88
VNT00863,2024-01-04,CLI0021,Casque audio,Audio,Grand Est,En ligne,9,129.99,10,1052.92
VNT00864,2024-06-01,CLI0156,Disque SSD 1TB,Stockage,Normandie,Revendeur,14,99.99,10,1259.87
VNT00865,2024-05-11,CLI0064,Webcam HD,Vidéo,Hauts-de-France,En ligne,1,79.99,15,67.99
VNT00866,2024-02-13,CLI0086,Casque audio,Audio,Normandie,Revendeur,5,129.99,10,584.96
VNT00867,2024-09-30,CLI0053,Laptop Pro,Informatique,Normandie,En ligne,9,1299.99,0,11699.91
VNT00868,2024-10-15,CLI0132,Imprimante laser,Impression,Occitanie,En ligne,14,349.99,5,4654.87
VNT00869,2024-06-08,CLI0068,Disque SSD 1TB,Stockage,Hauts-de-France,En ligne,1,99.99,20,79.99
VNT00870,2024-11-15,CLI0085,Laptop Pro,Informatique,Auvergne-Rhône-Alpes,Revendeur,15,1299.99,0,19499.85
VNT00871,2024-03-11,CLI0029,Tablette graphique,Création,Île-de-France,En ligne,4,249.99,15,849.97
VNT00872,2024-07-28,CLI0150,Disque SSD 1TB,Stockage,Provence-PACA,Magasin,15,99.99,15,1274.87
VNT00873,2024-01-16,CLI0048,Imprimante laser,Impression,Auvergne-Rhône-Alpes,Magasin,12,349.99,20,3359.9
VNT00874,2024-07-06,CLI0032,Clavier mécanique,Périphériques,Occitanie,B2B Direct,14,89.99,20,1007.89
VNT00875,2024-01-04,CLI0094,Souris sans fil,Périphériques,Hauts-de-France,En ligne,15,39.99,20,479.88
VNT00876,2024-04-22,CLI0071,Webcam HD,Vidéo,Occitanie,B2B Direct,4,79.99,0,319.96
VNT00877,2024-10-07,CLI0152,Casque audio,Audio,Bretagne,B2B Direct,12,129.99,15,1325.9
VNT00878,2024-01-09,CLI0124,Clavier mécanique,Périphériques,Île-de-France,Revendeur,5,89.99,20,359.96
VNT00879,2024-01-24,CLI0072,Clavier mécanique,Périphériques,Occitanie,Magasin,10,89.99,0,899.9
VNT00880,2024-12-25,CLI0132,Webcam HD,Vidéo,Auvergne-Rhône-Alpes,B2B Direct,5,79.99,5,379.95
VNT00881,2024-08-05,CLI0153,Écran 4K,Affichage,Occitanie,Revendeur,10,449.99,20,3599.92
VNT00882,2024-02-08,CLI0024,Tablette graphique,Création,Auvergne-Rhône-Alpes,En ligne,4,249.99,10,899.96
VNT00883,2024-02-13,CLI0041,Clavier mécanique,Périphériques,Auvergne-Rhône-Alpes,En ligne,6,89.99,0,539.94
VNT00884,2024-09-12,CLI0026,Casque audio,Audio,Île-de-France,B2B Direct,2,129.99,0,259.98
VNT00885,2024-12-29,CLI0007,Imprimante laser,Impression,Occitanie,En ligne,5,349.99,0,1749.95
VNT00886,2024-10-29,CLI0092,Webcam HD,Vidéo,Île-de-France,Magasin,13,79.99,10,935.88
VNT00887,2024-07-09,CLI0137,Hub USB-C,Connectique,Île-de-France,En ligne,3,49.99,0,149.97
VNT00888,2024-03-16,CLI0155,Imprimante laser,Impression,Île-de-France,Revendeur,12,349.99,10,3779.89
VNT00889,2024-08-03,CLI0107,Tablette graphique,Création,Hauts-de-France,B2B Direct,2,249.99,15,424.98
VNT00890,2024-12-24,CLI0030,Disque SSD 1TB,Stockage,Auvergne-Rhône-Alpes,Revendeur,4,99.99,15,339.97
VNT00891,2024-02-27,CLI0177,Écran 4K,Affichage,Bretagne,En ligne,4,449.99,15,1529.97
VNT00892,2024-02-27,CLI0100,Imprimante laser,Impression,Île-de-France,B2B Direct,14,349.99,10,4409.87
VNT00893,2024-10-02,CLI0148,Disque SSD 1TB,Stockage,Provence-PACA,Revendeur,1,99.99,15,84.99
VNT00894,2024-12-11,CLI0099,Écran 4K,Affichage,Provence-PACA,Magasin,14,449.99,5,5984.87
VNT00895,2024-10-05,CLI0090,Souris sans fil,Périphériques,Île-de-France,Revendeur,14,39.99,15,475.88
VNT00896,2024-05-04,CLI0152,Souris sans fil,Périphériques,Auvergne-Rhône-Alpes,Revendeur,5,39.99,20,159.96
VNT00897,2024-09-07,CLI0179,Hub USB-C,Connectique,Occitanie,Magasin,9,49.99,15,382.42
VNT00898,2024-07-06,CLI0121,Écran 4K,Affichage,Bretagne,B2B Direct,5,449.99,10,2024.95
VNT00899,2024-04-13,CLI0060,Hub USB-C,Connectique,Auvergne-Rhône-Alpes,Magasin,2,49.99,0,99.98
VNT00900,2024-06-08,CLI0073,Hub USB-C,Connectique,Provence-PACA,Revendeur,14,49.99,5,664.87
VNT00901,2024-03-03,CLI0136,Imprimante laser,Impression,Provence-PACA,Revendeur,1,349.99,10,314.99
VNT00902,2024-05-19,CLI0023,Écran 4K,Affichage,Normandie,Revendeur,2,449.99,10,809.98
VNT00903,2024-02-10,CLI0015,Tablette graphique,Création,Occitanie,Magasin,2,249.99,15,424.98
VNT00904,2024-05-14,CLI0128,Casque audio,Audio,Hauts-de-France,B2B Direct,8,129.99,15,883.93
VNT00905,2024-09-11,CLI0032,Clavier mécanique,Périphériques,Provence-PACA,Revendeur,2,89.99,5,170.98
VNT00906,2024-05-22,CLI0159,Clavier mécanique,Périphériques,Occitanie,Magasin,8,89.99,20,575.94
VNT00907,2024-06-28,CLI0150,Webcam HD,Vidéo,Auvergne-Rhône-Alpes,En ligne,14,79.99,10,1007.87
VNT00908,2024-01-28,CLI0198,Hub USB-C,Connectique,Bretagne,Magasin,13,49.99,15,552.39
VNT00909,2024-12-22,CLI0199,Imprimante laser,Impression,Auvergne-Rhône-Alpes,B2B Direct,6,349.99,0,2099.94
VNT00910,2024-12-02,CLI0028,Webcam HD,Vidéo,Normandie,Revendeur,13,79.99,15,883.89
VNT00911,2024-08-13,CLI0126,Tablette graphique,Création,Provence-PACA,Magasin,9,249.99,15,1912.42
VNT00912,2024-05-07,CLI0077,Casque audio,Audio,Occitanie,B2B Direct,14,129.99,15,1546.88
VNT00913,2024-03-17,CLI0194,Écran 4K,Affichage,Bretagne,B2B Direct,1,449.99,10,404.99
VNT00914,2024-06-19,CLI0025,Clavier mécanique,Périphériques,Hauts-de-France,B2B Direct,1,89.99,10,80.99
VNT00915,2024-08-28,CLI0179,Hub USB-C,Connectique,Occitanie,Revendeur,10,49.99,20,399.92
VNT00916,2024-08-12,CLI0198,Disque SSD 1TB,Stockage,Grand Est,Revendeur,12,99.99,0,1199.88
VNT00917,2024-02-28,CLI0130,Casque audio,Audio,Île-de-France,B2B Direct,14,129.99,20,1455.89
VNT00918,2024-09-26,CLI0135,Souris sans fil,Périphériques,Provence-PACA,Magasin,11,39.99,20,351.91
VNT00919,2024-12-07,CLI0151,Tablette graphique,Création,Bretagne,Magasin,15,249.99,10,3374.87
VNT00920,2024-03-19,CLI0021,Hub USB-C,Connectique,Grand Est,Magasin,15,49.99,20,599.88
VNT00921,2024-03-14,CLI0056,Webcam HD,Vidéo,Provence-PACA,Magasin,7,79.99,10,503.94
VNT00922,2024-02-14,CLI0017,Imprimante laser,Impression,Auvergne-Rhône-Alpes,Revendeur,7,349.99,10,2204.94
VNT00923,2024-07-18,CLI0019,Tablette graphique,Création,Provence-PACA,Magasin,15,249.99,10,3374.87
VNT00924,2024-08-06,CLI0025,Tablette graphique,Création,Bretagne,En ligne,14,249.99,15,2974.88
VNT00925,2024-10-23,CLI0017,Tablette graphique,Création,Île-de-France,En ligne,2,249.99,15,424.98
VNT00926,2024-11-08,CLI0100,Laptop Pro,Informatique,Grand Est,B2B Direct,5,1299.99,10,5849.95
VNT00927,2024-08-26,CLI0058,Hub USB-C,Connectique,Occitanie,En ligne,9,49.99,10,404.92
VNT00928,2024-07-09,CLI0135,Casque audio,Audio,Normandie,Revendeur,14,129.99,20,1455.89
VNT00929,2024-08-21,CLI0011,Clavier mécanique,Périphériques,Auvergne-Rhône-Alpes,B2B Direct,5,89.99,10,404.95
VNT00930,2024-09-08,CLI0159,Webcam HD,Vidéo,Occitanie,Revendeur,4,79.99,20,255.97
VNT00931,2024-07-24,CLI0036,Clavier mécanique,Périphériques,Auvergne-Rhône-Alpes,Revendeur,5,89.99,10,404.95
VNT00932,2024-10-06,CLI0089,Casque audio,Audio,Provence-PACA,Magasin,4,129.99,15,441.97
VNT00933,2024-12-22,CLI0195,Clavier mécanique,Périphériques,Auvergne-Rhône-Alpes,Magasin,5,89.99,15,382.46
VNT00934,2024-12-14,CLI0019,Souris sans fil,Périphériques,Hauts-de-France,Magasin,3,39.99,10,107.97
VNT00935,2024-03-30,CLI0043,Souris sans fil,Périphériques,Hauts-de-France,Magasin,15,39.99,5,569.86
VNT00936,2024-01-10,CLI0139,Webcam HD,Vidéo,Île-de-France,En ligne,6,79.99,15,407.95
VNT00937,2024-04-07,CLI0112,Clavier mécanique,Périphériques,Île-de-France,En ligne,6,89.99,20,431.95
VNT00938,2024-05-24,CLI0082,Souris sans fil,Périphériques,Normandie,En ligne,12,39.99,10,431.89
VNT00939,2024-06-17,CLI0044,Webcam HD,Vidéo,Occitanie,B2B Direct,1,79.99,20,63.99
VNT00940,2024-01-27,CLI0023,Casque audio,Audio,Île-de-France,En ligne,6,129.99,10,701.95
VNT00941,2024-10-12,CLI0139,Souris sans fil,Périphériques,Bretagne,En ligne,1,39.99,15,33.99
VNT00942,2024-12-04,CLI0035,Laptop Pro,Informatique,Auvergne-Rhône-Alpes,En ligne,12,1299.99,15,13259.9
VNT00943,2024-12-30,CLI0005,Hub USB-C,Connectique,Bretagne,Revendeur,8,49.99,20,319.94
VNT00944,2024-04-02,CLI0105,Clavier mécanique,Périphériques,Hauts-de-France,Magasin,12,89.99,20,863.9
VNT00945,2024-12-17,CLI0147,Écran 4K,Affichage,Hauts-de-France,Magasin,4,449.99,15,1529.97
VNT00946,2024-02-04,CLI0005,Laptop Pro,Informatique,Occitanie,B2B Direct,3,1299.99,20,3119.98
VNT00947,2024-04-23,CLI0053,Disque SSD 1TB,Stockage,Grand Est,B2B Direct,2,99.99,15,169.98
VNT00948,2024-08-10,CLI0199,Tablette graphique,Création,Grand Est,Magasin,5,249.99,5,1187.45
VNT00949,2024-02-04,CLI0129,Webcam HD,Vidéo,Provence-PACA,B2B Direct,6,79.99,20,383.95
VNT00950,2024-05-22,CLI0027,Webcam HD,Vidéo,Occitanie,En ligne,3,79.99,5,227.97
VNT00951,2024-05-16,CLI0083,Imprimante laser,Impression,Occitanie,Revendeur,15,349.99,0,5249.85
VNT00952,2024-10-18,CLI0193,Clavier mécanique,Périphériques,Normandie,B2B Direct,8,89.99,5,683.92
VNT00953,2024-05-27,CLI0111,Casque audio,Audio,Auvergne-Rhône-Alpes,En ligne,6,129.99,20,623.95
VNT00954,2024-02-07,CLI0065,Hub USB-C,Connectique,Auvergne-Rhône-Alpes,En ligne,3,49.99,0,149.97
VNT00955,2024-08-14,CLI0198,Souris sans fil,Périphériques,Occitanie,Magasin,3,39.99,5,113.97
VNT00956,2024-08-16,CLI0029,Clavier mécanique,Périphériques,Normandie,Magasin,6,89.99,0,539.94
VNT00957,2024-11-13,CLI0143,Laptop Pro,Informatique,Île-de-France,En ligne,12,1299.99,0,15599.88
VNT00958,2024-08-06,CLI0020,Laptop Pro,Informatique,Auvergne-Rhône-Alpes,B2B Direct,14,1299.99,20,14559.89
VNT00959,2024-03-24,CLI0110,Clavier mécanique,Périphériques,Provence-PACA,B2B Direct,9,89.99,15,688.42
VNT00960,2024-05-08,CLI0009,Souris sans fil,Périphériques,Normandie,Revendeur,12,39.99,5,455.89
VNT00961,2024-01-07,CLI0177,Hub USB-C,Connectique,Hauts-de-France,Revendeur,11,49.99,0,549.89
